,Glycosylation,Cross-link,Modified residue,Signal,Disulfide bond
O60308,0,0,0,0,0
O60312,0,0,1,0,0
O60313,0,0,1,0,0
O60315,0,9,13,0,0
O60318,0,0,7,0,0
O60331,0,0,11,0,0
O60333,0,0,16,0,0
O60336,0,0,2,0,0
O60337,0,0,1,0,0
O60341,0,3,9,0,0
O60343,0,0,25,0,0
O60346,0,0,3,0,0
O60353,2,0,1,1,5
O60356,0,0,0,0,0
O60359,0,0,1,0,0
O60381,0,0,0,0,0
O60383,6,0,1,1,3
O60391,5,0,0,1,0
O60393,0,0,0,0,0
O60423,0,0,0,0,0
O60427,0,0,1,0,0
O60437,0,0,6,0,0
O60443,0,0,9,0,0
O60447,0,0,6,0,0
O60449,14,0,3,1,13
O60462,4,0,0,1,6
O60469,18,0,0,1,10
O60476,1,0,1,0,1
O60477,7,0,0,1,0
O60478,3,0,0,0,0
O60479,0,0,0,0,0
O60481,0,1,0,0,0
O60486,16,0,1,1,8
O60487,2,0,0,1,1
O60488,0,0,1,0,0
O60493,0,1,3,0,0
O60494,47,0,1,1,66
O60496,0,0,3,0,0
O60499,0,0,6,0,0
O60500,10,0,5,1,8
O60502,0,0,1,0,0
O60503,3,0,8,0,0
O60504,0,0,10,0,0
O60506,0,2,18,0,0
O60507,2,0,0,0,2
O60508,0,0,1,0,0
O60512,4,0,0,0,2
O60513,2,0,0,0,2
O60516,0,0,0,0,0
O60519,0,0,0,0,0
O60524,0,0,6,0,0
O60543,0,0,0,0,0
O60547,0,0,2,0,0
O60548,0,0,1,0,0
O60551,0,0,1,0,0
O60563,0,3,20,0,0
O60565,1,0,0,1,4
O60566,0,0,12,0,0
O60568,2,0,0,1,3
O60573,0,2,2,0,0
O60583,0,1,2,0,0
O60602,7,0,2,1,2
O60603,4,1,0,1,3
O60609,3,0,0,1,0
O60610,0,0,10,0,0
O60613,0,0,0,1,0
O60635,4,0,0,0,0
O60636,1,0,0,0,0
O60641,1,0,12,0,0
O60645,0,0,1,0,0
O60656,3,0,1,1,0
O60658,0,0,5,0,0
O60662,0,0,1,0,0
O60663,0,0,0,0,0
O60664,0,1,13,0,0
O60667,0,0,1,1,2
O60669,0,0,0,0,0
O60671,0,0,0,0,0
O60673,0,0,4,0,0
O60674,0,0,11,0,0
O60675,0,1,1,0,0
O60678,0,0,4,0,0
O60682,0,0,0,0,0
O60683,0,0,0,0,0
O60684,0,0,3,0,0
O60687,0,0,0,1,6
O60701,0,0,2,0,0
O60704,2,0,0,0,2
O60706,5,0,0,0,0
O60711,0,0,7,0,0
O60716,0,3,58,0,0
O60721,1,0,2,1,0
O60725,0,0,0,0,0
O60729,0,0,0,0,0
O60733,0,0,0,0,0
O60741,1,0,0,0,0
O60749,0,0,8,0,0
O60755,1,0,0,0,1
O60759,0,0,0,0,0
O60760,0,0,0,0,0
O60762,0,0,3,0,0
O60763,0,0,4,0,0
O60779,2,0,2,0,0
O60783,0,0,0,0,0
O60784,0,1,10,0,0
O60806,0,0,0,0,0
O60812,0,0,0,0,0
O60814,1,4,76,0,0
O60825,0,0,8,0,0
O60826,0,0,1,0,0
O60828,0,0,2,0,0
O60829,0,0,8,0,0
O60830,0,0,0,0,1
O60831,0,0,0,0,0
O60832,0,10,10,0,0
O60840,1,0,0,0,0
O60841,0,0,25,0,0
O60844,0,0,0,1,0
O60858,0,0,0,0,0
O60861,0,0,2,0,0
O60869,0,0,3,0,0
O60870,0,0,2,0,0
O60879,0,0,1,0,0
O60880,0,0,1,0,0
O60882,0,0,0,1,1
O60883,6,0,2,1,1
O60884,0,1,8,0,0
O60885,0,8,14,0,0
O60888,0,0,0,1,0
O60890,0,0,0,0,0
O60894,0,0,0,1,3
O60895,1,0,0,1,2
O60896,4,0,0,1,2
O60902,0,0,0,0,0
O60906,0,0,0,0,0
O60907,0,1,2,0,0
O60909,3,0,0,0,2
O60911,2,0,0,1,3
O60921,0,0,0,0,0
O60927,0,0,6,0,0
O60928,0,0,2,0,0
O60930,0,0,0,0,0
O60931,7,0,0,1,0
O60934,0,3,11,0,0
O60936,0,0,1,0,0
O60938,4,0,0,1,3
O60939,3,0,2,1,3
O60941,0,0,7,0,0
O60942,0,0,0,0,0
O75015,6,0,0,1,2
O75019,6,0,0,1,5
O75022,4,0,2,1,4
O75023,3,0,1,1,4
O75027,0,0,5,0,0
O75030,0,2,7,0,0
O75031,0,0,0,0,0
O75037,0,0,7,0,0
O75038,0,0,4,0,0
O75044,0,0,14,0,0
O75051,7,0,1,1,10
O75052,0,0,8,0,0
O75054,5,0,0,1,8
O75056,15,0,4,0,0
O75061,0,0,7,0,0
O75063,1,0,0,0,4
O75069,0,0,6,0,0
O75072,1,0,0,0,0
O75074,3,0,0,1,15
O75077,8,0,0,1,7
O75078,4,0,0,1,7
O75081,0,0,6,0,0
O75083,0,0,6,0,0
O75084,2,0,0,1,5
O75093,13,0,0,1,39
O75094,13,0,0,1,37
O75096,7,0,0,1,33
O75106,4,0,1,0,3
O75110,0,0,1,0,0
O75112,0,0,8,0,0
O75113,0,0,5,0,0
O75116,0,0,6,0,0
O75121,5,0,5,1,1
O75122,0,0,28,0,0
O75127,0,0,0,0,0
O75128,0,0,15,0,0
O75129,4,0,0,1,17
O75131,0,0,3,0,0
O75132,0,2,1,0,0
O75140,0,0,3,0,0
O75143,0,0,4,0,0
O75144,5,0,0,1,2
O75145,0,0,15,0,0
O75146,0,0,2,0,0
O75147,0,0,1,0,12
O75150,0,2,6,0,0
O75151,0,1,16,0,0
O75152,0,5,7,0,0
O75154,0,0,8,0,0
O75155,0,0,1,0,0
O75159,0,0,0,0,0
O75161,0,0,1,0,0
O75164,0,1,2,0,0
O75165,0,0,1,0,0
O75167,0,0,5,0,0
O75170,0,0,3,0,0
O75173,1,0,0,1,11
O75175,0,0,3,0,0
O75177,0,0,0,0,0
O75179,0,1,20,0,0
O75182,0,0,2,0,0
O75185,0,0,3,0,0
O75190,0,0,2,0,0
O75191,0,0,0,0,0
O75192,0,0,0,0,0
O75197,6,0,0,1,21
O75204,0,0,2,0,0
O75208,0,0,1,0,0
O75223,0,0,1,0,0
O75251,0,0,1,0,0
O75293,0,0,0,0,0
O75298,0,0,3,0,0
O75306,0,0,2,0,0
O75309,3,0,1,1,0
O75311,1,0,2,1,2
O75312,0,0,0,0,0
O75317,0,0,0,0,0
O75319,0,0,0,0,0
O75323,0,0,0,0,0
O75324,0,0,1,0,0
O75326,5,0,1,1,9
O75330,4,0,2,0,0
O75334,0,0,7,0,0
O75339,8,0,0,1,4
O75340,0,0,1,0,0
O75342,0,0,0,0,0
O75343,0,0,0,0,0
O75344,0,0,0,0,0
O75347,0,0,1,0,0
O75348,0,0,1,0,0
O75351,0,0,4,0,0
O75354,2,0,0,0,2
O75355,7,0,0,0,5
O75356,2,0,0,1,2
O75360,0,0,0,0,0
O75362,0,1,8,0,0
O75364,0,0,2,0,0
O75365,0,0,1,0,1
O75366,0,0,2,0,0
O75367,0,6,10,0,0
O75368,0,0,0,0,0
O75369,0,1,26,0,0
O75376,0,6,26,0,0
O75379,0,0,2,0,0
O75381,0,0,5,0,0
O75382,0,0,3,0,0
O75385,0,0,18,0,0
O75386,0,0,0,0,0
O75387,3,0,3,0,0
O75390,0,0,18,0,0
O75396,0,0,7,0,0
O75398,0,0,5,0,0
O75400,0,4,21,0,0
O75409,0,0,0,0,0
O75410,0,0,14,0,0
O75414,0,0,0,0,0
O75417,0,0,11,0,0
O75419,0,0,3,0,0
O75420,0,0,10,0,0
O75425,0,0,0,0,0
O75427,0,0,13,0,0
O75431,0,0,1,0,0
O75436,0,0,1,0,0
O75438,0,0,0,0,0
O75439,0,0,0,0,0
O75443,30,0,0,1,15
O75444,0,4,0,0,0
O75445,66,0,0,1,44
O75446,0,4,4,0,0
O75448,0,0,2,0,0
O75449,0,0,4,0,0
O75452,0,0,0,0,0
O75460,1,0,3,1,0
O75461,0,1,0,0,0
O75462,6,0,1,1,2
O75469,0,0,0,0,0
O75473,5,0,0,1,5
O75475,0,1,21,0,0
O75477,1,0,1,0,0
O75478,0,2,1,0,0
O75486,0,3,1,0,0
O75487,4,0,1,1,0
O75489,0,0,0,0,0
O75494,0,0,11,0,0
O75496,0,0,7,0,0
O75503,8,0,0,0,2
O75506,0,0,0,0,0
O75508,0,0,2,0,0
O75509,6,0,0,1,9
O75521,0,0,14,0,0
O75525,0,1,0,0,0
O75528,0,2,3,0,0
O75529,0,0,0,0,0
O75530,0,0,16,0,0
O75531,0,0,7,0,0
O75533,0,4,42,0,0
O75534,0,1,6,0,0
O75553,0,0,4,0,0
O75554,0,0,4,0,0
O75556,1,0,0,1,0
O75558,0,0,0,0,0
O75563,0,0,12,0,0
O75564,0,0,1,0,0
O75569,0,0,4,0,0
O75570,0,0,1,0,0
O75575,0,0,0,0,0
O75578,11,0,0,1,4
O75581,10,1,5,1,21
O75582,0,0,14,0,0
O75586,0,1,2,0,0
O75592,0,0,21,0,1
O75593,0,0,0,0,0
O75594,1,0,1,1,3
O75600,0,0,9,0,0
O75602,0,0,0,0,0
O75603,0,0,0,0,0
O75604,0,0,0,0,0
O75607,0,0,7,0,0
O75608,0,0,1,0,0
O75610,1,0,0,1,4
O75616,0,0,1,0,0
O75618,0,0,0,0,0
O75626,0,2,0,0,0
O75628,0,0,1,0,0
O75629,3,0,0,1,0
O75631,3,0,0,1,0
O75636,1,0,6,1,3
O75638,0,0,0,0,0
O75643,0,1,12,0,0
O75648,0,0,0,0,1
O75663,0,0,2,0,0
O75665,0,0,9,0,0
O75674,0,0,5,0,0
O75676,0,0,12,0,0
O75677,0,0,0,0,0
O75678,0,0,0,0,0
O75679,0,0,0,0,0
O75688,0,2,1,0,0
O75689,0,0,3,0,0
O75691,0,0,4,0,0
O75694,1,1,1,0,0
O75695,0,0,0,0,0
O75712,0,0,0,0,0
O75716,0,0,3,0,0
O75717,0,3,15,0,0
O75718,2,0,0,1,0
O75746,0,0,1,0,0
O75747,0,0,0,0,0
O75751,4,0,0,0,0
O75752,5,0,0,0,0
O75762,2,0,3,0,5
O75771,0,0,0,0,0
O75781,0,0,12,0,0
O75783,0,0,0,0,0
O75787,0,0,0,1,0
O75791,0,0,5,0,0
O75792,0,0,5,0,0
O75794,0,0,1,0,0
O75795,3,0,1,1,0
O75800,0,0,0,0,0
O75807,0,0,5,0,0
O75808,0,0,4,0,0
O75815,0,0,12,0,0
O75817,0,0,0,0,0
O75818,0,0,0,0,0
O75821,0,0,8,0,0
O75822,0,1,7,0,0
O75828,0,0,2,0,0
O75829,1,0,0,0,5
O75832,0,0,0,0,0
O75838,0,0,0,0,0
O75840,0,0,0,0,0
O75841,0,0,0,0,0
O75843,0,0,0,0,0
O75844,0,0,0,0,0
O75845,0,0,1,0,0
O75864,0,0,3,0,0
O75865,0,0,1,0,0
O75871,4,0,0,1,0
O75874,0,0,10,0,0
O75879,0,0,1,0,0
O75880,0,0,0,0,1
O75881,0,0,0,0,0
O75882,26,0,0,1,13
O75884,0,0,0,0,0
O75886,0,0,0,0,0
O75888,1,0,0,0,1
O75891,0,0,9,0,0
O75896,0,0,1,0,0
O75897,0,0,0,0,0
O75899,5,0,9,1,3
O75900,4,0,0,0,4
O75907,0,0,2,0,0
O75908,0,1,1,0,0
O75909,0,0,4,0,0
O75911,0,0,0,0,0
O75912,0,0,0,0,0
O75914,0,0,5,0,0
O75915,0,0,1,0,0
O75916,0,0,0,0,0
O75920,0,0,0,0,0
O75923,0,0,13,0,0
O75925,0,6,10,0,0
O75928,0,9,4,0,0
O75934,0,0,2,0,0
O75935,0,0,1,0,0
O75936,0,0,1,0,0
O75937,0,0,4,0,0
O75940,0,0,2,0,0
O75943,0,0,6,0,0
O75947,0,0,15,0,0
O75951,0,0,0,1,4
O75952,0,0,2,0,0
O75955,0,0,4,0,0
O75956,0,0,0,0,0
O75962,0,0,8,0,1
O75969,0,0,6,0,0
O75970,0,0,7,0,0
O75971,0,0,1,0,0
O75976,15,0,6,1,0
O75995,0,0,13,0,0
O76003,0,0,3,0,0
O76011,0,0,0,0,0
O76013,0,0,0,0,0
O76014,0,0,0,0,0
O76015,0,0,0,0,0
O76021,0,5,14,0,0
O76024,2,0,4,0,0
O76027,0,0,0,0,0
O76031,0,0,2,0,0
O76036,1,0,0,1,2
O76039,0,0,4,0,0
O76041,0,0,2,0,0
O76050,0,0,0,0,0
O76054,0,0,4,0,0
O76061,1,0,3,1,0
O76062,0,0,0,0,0
O76064,0,0,1,0,0
O76070,0,0,3,0,0
O76071,0,0,0,0,0
O76074,0,0,1,0,0
O76075,0,0,0,0,0
O76076,0,0,0,1,6
O76080,0,0,3,0,0
O76081,0,0,0,0,0
O76082,3,0,2,0,0
O76083,0,0,1,0,0
O76090,0,0,0,0,0
O76093,2,0,0,1,1
O76094,0,2,5,0,0
O76095,0,0,0,1,0
O76096,2,0,0,1,4
O77932,0,0,2,0,0
O94759,0,0,0,0,1
O94760,0,0,3,0,0
O94761,0,0,3,0,0
O94762,0,0,5,0,0
O94763,0,0,4,0,0
O94766,1,0,0,0,1
O94768,0,0,0,0,0
O94769,3,0,0,1,0
O94776,0,5,10,0,0
O94777,0,0,0,0,0
O94778,2,0,2,0,0
O94779,9,0,0,1,6
O94782,0,0,6,0,0
O94788,0,0,2,0,0
O94804,0,0,10,0,0
O94805,0,0,0,0,0
O94806,0,0,18,0,0
O94808,0,0,1,0,0
O94810,0,0,0,0,0
O94811,1,0,9,0,0
O94812,0,0,0,0,0
O94813,12,0,0,1,43
O94817,0,1,0,0,0
O94818,0,0,0,0,0
O94822,0,0,0,0,0
O94823,0,0,0,0,0
O94826,0,1,7,0,0
O94827,0,0,5,0,0
O94829,0,0,0,0,0
O94830,0,0,1,0,0
O94832,0,0,3,0,0
O94842,0,0,13,0,0
O94850,0,0,1,0,0
O94851,0,0,2,0,0
O94855,0,0,1,0,0
O94856,8,0,9,1,6
O94864,0,1,3,0,0
O94868,0,0,2,0,0
O94874,0,0,4,0,0
O94875,0,0,64,0,0
O94876,0,0,3,0,0
O94880,0,1,19,0,0
O94885,0,0,7,0,0
O94886,2,0,1,0,0
O94887,0,0,2,0,0
O94888,0,3,6,0,0
O94898,12,0,1,1,3
O94900,0,0,0,0,0
O94901,0,1,5,0,1
O94905,1,0,1,0,0
O94906,0,0,5,0,0
O94907,2,0,0,1,10
O94910,7,0,3,1,9
O94911,16,0,0,0,0
O94913,0,10,30,0,0
O94915,0,0,12,0,0
O94916,0,4,6,0,0
O94919,0,0,1,1,0
O94921,0,0,4,0,0
O94923,3,0,0,0,0
O94925,0,0,4,0,0
O94927,0,0,2,0,0
O94929,0,0,20,0,0
O94933,2,0,0,1,0
O94941,0,0,1,0,0
O94953,0,0,3,0,0
O94955,0,0,0,0,0
O94956,2,0,3,0,3
O94964,0,0,2,0,0
O94966,0,0,1,0,0
O94967,0,0,7,0,0
O94972,0,0,2,0,0
O94973,0,0,0,0,0
O94979,0,2,5,0,0
O94983,0,0,0,0,0
O94985,3,0,0,1,0
O94986,0,0,1,0,0
O94989,0,0,3,0,0
O94991,2,0,0,1,0
O94992,0,0,7,0,0
O94993,0,0,0,0,0
O95045,0,0,0,0,1
O95047,1,0,0,0,0
O95049,0,0,13,0,0
O95050,0,0,2,0,0
O95057,0,0,1,0,0
O95059,0,0,0,0,0
O95067,0,0,8,0,0
O95069,2,0,1,0,1
O95070,0,0,2,0,0
O95071,0,0,34,0,0
O95072,0,0,1,0,0
O95073,0,1,0,0,0
O95096,0,0,0,0,0
O95104,0,0,4,0,0
O95125,0,5,1,0,0
O95136,1,0,0,0,0
O95139,0,0,2,0,0
O95140,0,0,2,0,0
O95147,0,0,0,0,0
O95149,0,0,3,0,0
O95150,2,0,0,0,1
O95153,0,0,0,0,0
O95154,0,0,3,0,0
O95155,0,0,15,0,0
O95159,0,0,0,0,0
O95163,0,0,5,0,0
O95166,0,0,0,0,0
O95167,0,0,1,0,0
O95168,0,0,2,0,0
O95169,0,0,0,0,0
O95171,0,0,3,0,0
O95180,3,0,0,0,0
O95182,0,0,3,0,0
O95183,0,0,3,0,0
O95185,2,0,2,1,9
O95196,4,0,4,1,3
O95197,0,0,11,0,0
O95198,0,0,0,0,0
O95201,0,1,1,0,0
O95202,0,0,2,0,0
O95206,3,0,1,1,0
O95208,0,0,11,0,0
O95210,0,0,9,0,0
O95214,0,0,0,0,0
O95218,0,0,13,0,0
O95219,0,0,2,0,0
O95229,0,0,0,0,0
O95231,0,0,0,0,0
O95232,0,2,8,0,0
O95235,0,0,14,0,0
O95236,0,0,0,0,0
O95237,0,0,0,0,0
O95238,0,0,0,0,0
O95239,0,1,15,0,0
O95243,0,0,2,0,0
O95248,0,0,4,0,0
O95249,0,0,2,0,0
O95251,0,2,20,0,0
O95255,1,0,1,0,0
O95256,4,0,0,1,5
O95257,0,0,0,0,0
O95258,0,0,0,0,0
O95259,2,0,3,0,0
O95263,0,0,2,0,0
O95264,6,0,0,1,1
O95267,0,0,1,0,0
O95271,0,0,0,0,0
O95273,0,0,1,0,0
O95274,4,0,0,1,0
O95278,0,0,1,0,0
O95279,1,0,1,0,1
O95292,0,1,8,0,0
O95294,0,0,0,0,0
O95295,0,0,7,0,0
O95297,2,0,9,1,1
O95298,0,0,0,0,0
O95299,0,0,2,0,0
O95302,4,0,0,1,0
O95319,0,0,0,0,0
O95340,0,0,0,0,0
O95342,4,0,7,0,0
O95343,0,0,0,0,0
O95347,0,0,5,0,0
O95352,0,0,2,0,0
O95359,0,0,36,0,0
O95361,0,0,2,0,0
O95363,0,0,1,0,0
O95365,0,2,6,0,0
O95372,0,0,1,0,0
O95373,0,0,5,0,0
O95376,0,0,1,0,0
O95377,0,0,0,0,0
O95379,0,0,0,0,0
O95382,0,0,5,0,0
O95388,4,0,0,1,11
O95389,2,0,0,1,11
O95390,1,0,0,1,5
O95391,0,2,4,0,0
O95393,2,0,0,1,4
O95394,0,0,3,0,0
O95395,1,0,0,0,4
O95396,0,0,1,0,1
O95398,0,0,3,0,0
O95399,0,0,0,1,1
O95400,0,1,6,0,0
O95402,0,0,3,0,0
O95405,0,0,2,0,0
O95406,0,0,0,0,0
O95407,1,0,0,1,9
O95409,0,1,2,0,0
O95415,0,0,0,0,0
O95416,0,0,0,0,0
O95425,0,0,32,0,0
O95427,3,0,0,0,0
O95428,0,0,0,1,12
O95429,0,0,5,0,0
O95433,0,2,5,0,0
O95436,5,0,0,0,1
O95445,1,0,0,1,3
O95447,0,0,0,0,0
O95450,8,0,0,1,13
O95452,0,0,0,0,0
O95453,0,0,12,0,0
O95456,0,0,5,0,0
O95460,3,0,0,1,12
O95461,4,0,0,0,0
O95466,0,0,5,0,0
O95467,0,0,0,1,0
O95470,0,0,5,0,0
O95471,0,0,0,0,0
O95475,0,0,5,0,0
O95476,0,0,0,0,0
O95477,21,0,3,0,2
O95479,3,0,2,1,0
O95484,0,0,0,0,0
O95486,0,0,0,0,0
O95487,0,0,4,0,0
O95490,9,0,3,1,1
O95497,6,0,0,1,0
O95498,6,0,0,1,0
O95500,0,0,0,0,0
O95503,0,0,1,0,0
O95528,1,0,0,0,0
O95544,0,0,5,0,0
O95551,0,2,4,0,0
O95562,0,0,2,0,0
O95563,0,0,0,0,0
O95568,0,0,3,0,0
O95571,0,0,5,0,0
O95573,0,0,1,0,0
O95600,0,1,0,0,0
O95602,0,0,2,0,0
O95613,0,0,19,0,0
O95619,0,1,0,0,0
O95622,2,0,6,0,0
O95628,0,0,8,0,0
O95630,0,0,5,0,0
O95631,4,0,0,1,15
O95633,2,0,1,1,13
O95639,0,0,4,0,0
O95644,0,0,5,0,0
O95670,0,0,0,0,0
O95671,0,0,5,0,0
O95672,3,0,0,0,4
O95674,0,0,6,0,0
O95677,0,2,2,0,0
O95678,0,0,0,0,0
O95684,0,0,10,0,0
O95696,0,2,9,0,0
O95704,0,0,0,0,0
O95707,0,0,1,0,0
O95711,2,0,0,1,3
O95714,0,0,11,0,0
O95715,0,0,0,1,2
O95716,0,0,4,0,0
O95718,0,0,0,0,0
O95721,0,0,10,0,0
O95727,3,0,0,1,2
O95741,0,0,0,0,0
O95747,0,0,9,0,0
O95749,0,0,1,0,0
O95750,0,0,0,1,2
O95751,0,0,0,0,0
O95754,3,0,2,1,7
O95758,0,2,7,0,0
O95760,0,0,0,0,0
O95772,0,0,5,0,0
O95777,0,0,1,0,0
O95782,0,0,4,0,0
O95785,0,36,20,0,0
O95786,0,7,7,0,0
O95789,0,0,1,0,0
O95793,0,0,7,0,0
O95801,0,0,4,0,0
O95803,6,0,0,0,1
O95807,0,0,2,0,0
O95810,0,0,22,0,0
O95813,2,0,0,1,4
O95816,0,0,4,0,0
O95817,0,2,17,0,0
O95819,0,0,28,0,0
O95822,0,0,7,0,1
O95831,0,1,12,0,0
O95832,0,0,0,0,1
O95833,0,0,2,0,1
O95834,0,0,0,0,0
O95835,0,0,7,0,0
O95837,0,0,1,0,0
O95843,0,0,1,0,0
O95847,0,0,0,0,0
O95848,0,0,0,0,0
O95858,3,0,0,0,4
O95859,0,0,0,0,0
O95861,0,0,4,0,0
O95863,1,3,12,0,0
O95864,0,0,0,0,0
O95865,0,0,0,0,0
O95866,1,0,1,1,0
O95867,1,0,0,1,4
O95868,2,0,0,1,3
O95870,0,0,0,0,0
O95872,0,1,0,0,0
O95876,0,0,0,0,0
O95881,0,0,0,1,1
O95886,0,0,10,0,0
O95897,6,0,0,1,1
O95900,0,0,0,0,0
O95905,0,0,3,0,0
O95907,0,0,0,0,0
O95922,0,0,0,0,0
O95925,0,0,0,1,7
O95926,0,2,1,0,0
O95931,0,0,0,0,0
O95932,0,0,0,0,0
O95935,0,0,0,0,0
O95936,0,0,1,0,0
O95944,1,0,0,1,2
O95947,0,0,0,0,0
O95948,0,0,0,0,0
O95954,0,0,4,0,0
O95967,2,0,0,1,18
O95968,0,0,0,1,0
O95970,3,0,0,1,0
O95971,2,0,0,1,2
O95972,5,0,2,1,3
O95977,2,0,0,0,0
O95980,5,0,0,1,6
O95983,0,3,3,0,0
O95985,0,0,0,0,0
O95988,0,0,0,0,0
O95989,0,0,1,0,0
O95990,0,0,0,0,0
O95992,3,0,0,0,0
O95994,0,0,0,1,0
O95995,0,0,0,0,0
O95996,0,0,2,0,0
O95997,0,0,2,0,0
O95998,5,0,0,1,1
O95999,0,3,2,0,0
O96000,0,0,1,0,0
O96004,0,0,2,0,0
O96005,6,0,2,0,0
O96006,0,0,0,0,0
O96007,0,0,1,0,0
O96008,0,0,0,0,0
O96009,3,0,0,1,3
O96011,0,0,1,0,0
O96013,0,0,13,0,0
O96014,5,0,0,1,11
O96015,0,0,0,0,0
O96017,0,0,7,0,0
O96018,0,0,4,0,0
O96019,0,1,3,0,0
O96020,0,0,3,0,0
O96024,1,0,0,0,0
O96028,0,0,8,0,0
O96033,0,0,2,0,0
O97980,0,0,0,0,0
P00156,0,0,0,0,0
P00167,0,0,3,0,0
P00325,0,0,3,0,0
P00326,0,0,2,0,0
P00338,0,1,20,0,0
P00352,0,0,12,0,0
P00367,0,0,55,0,0
P00374,0,0,0,0,0
P00387,0,0,3,0,0
P00390,0,0,1,0,2
P00395,0,1,0,0,0
P00403,0,0,0,0,0
P00414,0,0,0,0,0
P00439,0,0,1,0,0
P00441,0,1,12,0,1
P00450,6,0,1,1,5
P00451,22,0,6,1,8
P00480,0,0,21,0,0
P00488,1,0,1,0,0
P00491,0,0,2,0,0
P00492,0,2,3,0,0
P00505,0,0,40,0,0
P00519,0,0,34,0,0
P00533,13,8,25,1,25
P00540,0,0,0,0,0
P00558,0,0,26,0,0
P00568,0,0,2,0,0
P00709,2,0,0,1,4
P00734,3,0,10,1,12
P00736,4,0,2,1,13
P00738,4,0,0,1,7
P00739,0,0,0,1,2
P00740,8,0,17,1,11
P00742,4,0,12,1,12
P00746,0,0,0,1,4
P00747,3,0,2,1,24
P00748,9,0,0,1,20
P00749,2,0,2,1,12
P00750,4,0,0,1,17
P00751,5,0,0,1,11
P00797,2,0,0,1,3
P00813,0,0,3,0,0
P00846,0,0,0,0,0
P00915,0,0,1,0,0
P00918,0,0,4,0,0
P00966,0,0,7,0,0
P00973,0,0,0,0,0
P00995,0,0,0,1,3
P01008,4,0,2,1,3
P01009,3,0,3,1,0
P01011,6,0,0,1,0
P01019,4,0,1,1,1
P01023,8,3,0,1,13
P01024,3,1,8,1,13
P01031,4,0,0,1,14
P01033,2,0,1,1,6
P01034,0,0,1,1,2
P01036,0,0,2,1,2
P01037,0,0,0,1,2
P01040,0,0,1,0,0
P01042,12,0,3,1,9
P01100,0,3,7,0,0
P01106,1,4,15,0,0
P01111,1,1,1,0,0
P01112,1,1,4,0,0
P01116,1,1,4,0,0
P01127,1,0,0,1,5
P01130,5,0,1,1,30
P01133,9,0,0,1,27
P01135,1,0,0,1,3
P01137,3,0,0,1,8
P01138,2,0,0,1,3
P01148,0,0,2,1,0
P01160,0,0,1,1,1
P01178,0,0,1,1,8
P01185,1,0,1,1,8
P01189,2,0,5,1,1
P01210,0,0,1,1,3
P01213,0,0,0,1,0
P01215,2,0,0,1,5
P01222,1,0,0,1,6
P01225,2,0,0,1,6
P01229,1,0,0,1,6
P01236,1,0,5,1,3
P01241,0,0,4,1,2
P01242,1,0,2,1,2
P01258,0,0,2,1,1
P01266,21,0,36,1,60
P01270,0,0,0,1,0
P01275,0,0,6,1,0
P01282,0,0,3,1,0
P01286,0,0,1,1,0
P01298,0,0,1,1,0
P01303,0,0,2,1,0
P01308,0,0,0,1,3
P01344,3,0,0,1,3
P01350,0,0,5,1,0
P01374,2,0,0,1,0
P01375,1,0,1,0,1
P01562,0,0,0,1,2
P01563,1,0,0,1,2
P01566,0,0,0,1,2
P01567,0,0,0,1,2
P01568,0,0,0,1,2
P01569,0,0,0,1,2
P01570,1,0,0,1,2
P01571,0,0,0,1,2
P01574,1,0,1,1,1
P01579,2,0,1,1,0
P01583,2,0,2,0,0
P01584,0,0,0,0,0
P01588,4,0,0,1,2
P01589,6,0,0,1,5
P01591,1,0,1,1,5
P01593,0,0,0,1,1
P01594,0,0,0,1,1
P01597,0,0,0,1,1
P01599,0,0,0,1,1
P01602,0,0,0,1,1
P01611,0,0,0,1,1
P01615,0,0,0,1,1
P01619,0,0,0,1,1
P01699,0,0,1,1,1
P01700,0,0,1,1,1
P01701,0,0,1,1,1
P01704,0,0,1,1,1
P01705,0,0,1,1,1
P01706,0,0,1,1,1
P01709,0,0,1,1,1
P01721,0,0,0,1,1
P01730,2,0,3,1,3
P01732,0,0,0,1,1
P01742,0,0,1,1,1
P01764,0,0,0,1,1
P01768,0,0,1,1,1
P01772,0,0,1,1,1
P01814,0,0,1,1,1
P01833,7,0,4,1,11
P01834,0,0,0,0,2
P01848,4,0,0,0,2
P01850,1,0,0,0,2
P01854,7,0,0,0,8
P01857,1,0,0,0,6
P01859,1,0,0,0,8
P01860,5,0,0,0,14
P01861,1,0,0,0,6
P01871,5,0,0,0,9
P01876,11,0,0,0,10
P01877,5,0,0,0,9
P01880,10,0,0,0,5
P01889,1,0,0,1,2
P01893,1,0,0,1,1
P01903,2,1,0,1,1
P01906,2,0,0,1,1
P01909,2,0,0,1,1
P01911,1,1,0,1,2
P01920,1,0,0,1,2
P02008,0,0,5,0,0
P02042,0,0,2,0,0
P02100,0,0,2,0,0
P02144,0,0,2,0,0
P02452,3,0,125,1,5
P02458,9,0,29,1,5
P02461,1,0,150,1,7
P02462,1,2,15,1,6
P02489,1,0,11,0,1
P02511,2,0,6,0,0
P02533,0,0,1,0,1
P02538,0,0,1,0,0
P02545,2,20,64,0,0
P02549,0,0,2,0,0
P02585,0,0,1,0,0
P02647,1,0,2,1,0
P02649,7,0,2,1,0
P02652,0,0,4,1,1
P02654,0,0,0,1,0
